Product;Synonym
Bomba D'água;bomba de refrigeração, bomba de água, bomba de circulação;sim
Bomba de Combustível;bomba de gasolina, bomba de álcool, bomba de injeção;sim
Bomba de Combustível Elétrica;bomba de gasolina elétrica, bomba de combustível de alta pressão, bomba de injeção elétrica;sim
Bomba de Óleo;bomba de lubrificação, bomba de pressão de óleo;sim
Bomba do Limpador do Para-brisa;bomba de água, motor do limpador, motor de limpeza;sim
Borracha Crua da Calha Trilho do Vidro;guarnição de borracha, vedação de borracha, perfil de borracha;sim
Borracha da Coluna de Direção;capa de borracha, proteção de borracha, revestimento de borracha;sim
Borracha da Dobradiça da Porta;batente de borracha, proteção de borracha, amortecedor de borracha;sim
Borracha da Maçaneta da Porta;guarnição de borracha, vedação de borracha, anel de borracha;sim
Borracha da Portinhola do Ar;guarnição de borracha, vedação de borracha, anel de borracha;sim
Borracha da Suspensão da Cabine;coxim de borracha, amortecedor de borracha, suporte de borracha;sim
Borracha da Tampa da Distribuição;guarnição de borracha, vedação de borracha, anel de borracha;sim
Borracha da Tampa do Teto;guarnição de borracha, vedação de borracha, anel de borracha;sim
Borracha de Ligação Termostática D'água;guarnição de borracha, vedação de borracha, anel de borracha;sim
Borracha de Proteção do Para-lama;capa de borracha, proteção de borracha, revestimento de borracha;sim
Borracha de Vedação;guarnição de borracha, vedação de borracha, anel de borracha;sim
Borracha de Vedação da Bóia de Combustível;guarnição de borracha, vedação de borracha, anel de borracha;sim
Borracha de Vedação do Cano Injetor;guarnição de borracha, vedação de borracha, anel de borracha;sim
Borracha do Amortecedor;coxim de borracha, amortecedor de borracha, suporte de borracha;sim
Borracha do Batente do Capô;guarnição de borracha, vedação de borracha, anel de borracha;sim
Borracha do Binóculodo Coletor de Admissão;guarnição de borracha, vedação de borracha, anel de borracha;sim
Borracha do Bocal do Carburador;guarnição de borracha, vedação de borracha, anel de borracha;sim
Borracha do Cabo de Aço da Balança;guarnição de borracha, vedação de borracha, anel de borracha;sim
Borracha do Coxim de Cabine;coxim de borracha, amortecedor de borracha, suporte de borracha;sim
Borracha do Coxim do Escapamento;coxim de borracha, amortecedor de borracha, suporte de borracha;sim
Borracha do Facão;guarnição de borracha, vedação de borracha, anel de borracha;sim
Borracha do Farol de Milha;guarnição do farol de neblina, anel de vedação do farol de milha, borracha de proteção do farol auxiliar;sim
Borracha do Filtro de Ar;guarnição do filtro de ar, anel de vedação do filtro de ar, borracha de proteção do filtro de ar;sim
Borracha do Suporte do Escapamento;guarnição do suporte do escapamento, anel de vedação do suporte do escapamento, borracha de proteção do suporte do silencioso;sim
Borracha do Tirante do Radiador;guarnição do tirante do radiador, anel de vedação do tirante do radiador, borracha de proteção do tirante do radiador;sim
Borracha Estabilizadora de Cabine;borracha de estabilização da cabine, guarnição estabilizadora da cabine, anel de vedação estabilizador da cabine;sim
Borracha Mão Amiga;guarnição da tampa de combustível, borracha de proteção da tampa do tanque de combustível, anel de vedação da tampa de abastecimento;sim
Borracha Tapa Furo da Porta;guarnição do tampão do furo da porta, borracha de proteção do furo da porta, anel de vedação do furo da porta;sim
Borracha Vedador do Cano Injetor;guarnição do vedador do bico injetor, borracha de proteção do bico injetor, anel de vedação do cano injetor;sim
Botão Acionador de Buzina;botão de acionamento da buzina, chave da buzina, interruptor da buzina;sim
Botão Acionador do Vidro;botão de acionamento do vidro elétrico, interruptor do vidro, chave do vidro;sim
Botão com Gravação do Ar Quente;botão de acionamento do ar quente, chave do aquecedor, interruptor do ar condicionado com aquecimento;sim
Botão da Capa do Pisca Alerta;botão de acionamento do pisca alerta, interruptor de emergência, chave do pisca-pisca;sim
Botao da Chave de Luz;botão de acionamento da luz, chave de farol, interruptor da lanterna;sim
Botao da Chave de Luz do Farol;botão de acionamento da luz alta do farol, chave de farol alto, interruptor do farol alto;sim
Botão da Chave de Seta;botão de acionamento da seta, chave de seta, interruptor da seta;sim
Botão da Chave do Limpador do Para-brisa;botão de acionamento do limpador de para-brisa, chave do limpador, interruptor do limpador;sim
Botão da Chave do Ventilador;botão de acionamento do ventilador, chave do ar condicionado, interruptor do ar;sim
Botão da Chave Geral;botão de acionamento da chave geral, chave principal, interruptor geral;sim
Botão da Chave Geral de Partida;botão de acionamento da chave geral de partida, chave de partida, interruptor de ignição geral;sim
Botão da Chave Geral Eletromagnética;botão da chave principal eletromagnética, botão de acionamento da chave geral eletromagnética, botão de ligação da chave eletromagnética;sim
Botão da Tampa do Porta-malas;botão de abertura do porta-malas, botão de abertura da bagageira, botão de desbloqueio da porta-malas;sim
Botão da Trava da Porta;botão de bloqueio da porta, botão de trava da porta do carro, botão de fechadura da porta;sim
Botão da Trava Elétrica;botão de bloqueio elétrico, botão de trava central, botão de fechamento elétrico;sim
Botão da Válvula Acionadora da Buzina;botão de acionamento da buzina, botão de apito, botão da corneta;sim
Botão de Abertura da Tampa do Tanque;botão de abertura do bocal do tanque, botão de desbloqueio do tanque, botão de enchimento do tanque;sim
Botão de Abertura do Porta-malas;botão de abertura da mala, botão de abertura do bagageiro, botão de desbloqueio do porta-malas;sim
Botão de Acionamento da Maçaneta;botão da maçaneta, botão de abertura da porta, botão de desbloqueio da porta;sim
Botão de Acionamento do Vidro Elétrico;botão de abertura do vidro elétrico, botão de subida do vidro, botão de fechamento do vidro;sim
Botão de Bloqueio da Porta;botão de trava da porta, botão de fechamento central, botão de bloqueio elétrico;sim
Botão de Cortesia;botão de luz de cortesia, botão de iluminação interna, botão de acesso de cortesia;sim
Botão de Destrava do Porta-malas;botão de desbloqueio do porta-malas, botão de destravamento do bagageiro, botão de abertura do porta-malas;sim
Botão de Destrava do Suporte do Estepe;botão de desbloqueio do suporte do estepe, botão de liberação do suporte do estepe, botão de abertura do estepe;sim
Botão de Ignição;botão de partida, botão de arranque, botão de acionamento;sim
Botão de Iluminação;botão de luz, botão de farol, botão de acionamento de luz;sim
Botão de Iluminação da Caçamba;botão de luz da caçamba, botão de farol da caçamba, botão de acionamento de luz da caçamba;sim
Botão de Liga e Desliga;botão de on/off, botão de acionamento e desligamento, botão de ativação e desativação;sim
Botão de Luz;botão de iluminação, botão de farol, botão de luz interna;sim
Botão de Neblina;botão de farol de neblina, botão de luz de neblina, botão de iluminação de neblina;sim
Botão de Partida Frio;botão de ignição frio, botão de partida em tempo frio, botão de arranque a frio;sim
Botão de Regulagem da Caixa de Ar;botão de controle de fluxo de ar, botão de ajuste da admissão de ar, botão de regulagem de ar da caixa de ar;sim
Botão de Regulagem do Retrovisor;botão de ajuste do espelho, botão de regulagem da posição do retrovisor, botão de controle do retrovisor;sim
Botão de Tomada de Força;botão de conexão da tomada de força, botão de acionamento da tomada de força, botão de conector de energia;sim
Botão de Trava e Destrava da Porta;botão de bloqueio e desbloqueio da porta, botão de segurança da porta, botão de fechadura da porta;sim
Botão de Velocidade do Ar;botão de controle de velocidade do ar, botão de regulagem do fluxo de ar, botão de velocidade do ventilador;sim
Botão de Ventilação;botão de saída de ar, botão de abertura de ventilação, botão de exaustão de ar;sim
Botão Deslizante do Ar;botão de deslizamento do ar, botão de controle deslizante do fluxo de ar, botão de deslizamento da ventilação;sim
Botão do Acionador do Porta-malas;botão de abertura do porta-malas, botão de liberação do porta-malas, botão de acionamento do porta-malas;sim
Botão do Acionador do Vidro Elétrico;botão de controle do vidro elétrico, botão de acionamento do vidro automático, botão de regulagem do vidro elétrico;sim
Botão do Acionamento da Ventilação;botão de controle da ventilação, botão de acionamento do ar fresco, botão de abertura da ventilação;sim
Botão do Acionamento de Ar;botão de controle do ar, botão de acionamento do ar-condicionado, botão de acionamento do ar frio;sim
Botão do Afogador;botão de partida a frio, botão do choke, botão de regulagem do combustível;sim
Botão do Aquecedor;botão de controle de temperatura, botão de regulagem do calor, botão de ajuste do aquecedor;sim
Botão do Ar-condicionado;botão de controle do ar-condicionado, botão de regulagem do ar-condicionado, botão de ar-condicionado central;sim
Botão do Bloqueio da Porta;botão de trava da porta, botão de bloqueio da fechadura, botão de segurança da porta;sim
Botão do Bloqueio do Vidro;botão de trava do vidro, botão de bloqueio do elevador de vidro, botão de segurança do vidro;sim
Botão do Bloqueio do Vidro Elétrico;botão de trava do vidro elétrico, botão de bloqueio do elevador de vidro elétrico, botão de segurança do vidro elétrico;sim
Botão do Cinzeiro;botão de acendedor de cigarro, botão de porta-copos, botão de compartimento de armazenamento;sim
Botão do Comando da Caixa de Ar e Ar Quente;botão de controle do ar quente e frio, botão de regulagem do fluxo de ar, botão de controle da admissão de ar;sim
Botão do Comando do Freio de Mão;botão de acionamento do freio de mão, botão de controle do freio de estacionamento, botão do freio de mão elétrico;sim
Botão do Comando do Retrovisor;botão de ajuste do espelho, botão de controle do retrovisor, botão de regulagem da posição do retrovisor;sim
Botão do Comutador de Faróis;botão de controle de faróis, botão de acionamento de faróis, botão de comutação de faróis;sim
Botão do Controle de Recirculação de Ar;botão de controle da renovação de ar, botão de recirculação interna, botão de circulação de ar;sim
Botão do Controle de Som no Volante;botão de controle de áudio no volante, botão de controle de som de volante, botão de controle de mídia no volante;sim
Botão do Controle do Ar-condicionado;botão de controle do ar, botão de controle do ar-condicionado e aquecedor, botão de ar-condicionado e ventilação;sim
Botão do Desembaçador;botão de desembaçamento do vidro, botão de controle do desembaçador, botão de aquecimento do vidro;sim
Botão do Direcionamento do Ar;botão de direção do fluxo de ar, botão de regulagem do direcionamento do ar, botão de controle de direção do ar;sim
Botão do Direcionamento do Ar-condicionado;botão de direção do fluxo de ar-condicionado, botão de regulagem do direcionamento do ar-condicionado, botão de controle de direção do ar-condicionado;sim
Botão do Farol;botão de acionamento do farol, botão de controle do farol, botão de regulagem do farol;sim
Botão do Farol Auxiliar;botão de acionamento do farol auxiliar, botão de farol de apoio, botão de farol adicional;sim
Botão do Farol de Milha;botão do farol de nevoeiro, botão do farol de auxílio, botão do farol de neblina;sim
Botão do Farol de Neblina;botão do farol de milha, botão do farol de auxílio, botão do farol de nevoeiro;sim
Botão do Farol Duplo;botão do farol alto e baixo, botão do farol de dupla intensidade, botão do farol de dupla função;sim
Botão do Farol e Luz de Neblina;botão do farol de milha e neblina, botão do farol de nevoeiro e luz de neblina, botão do farol auxiliar e luz de neblina;sim
Botão do Freio de Mão;botão do freio de estacionamento, botão do freio de travamento, botão de acionamento do freio de mão;sim
Botão do Freio do Motor;botão do motor-freio, botão do freio de motorização, botão do retardador do motor;sim
Botão do Interruptor;botão elétrico, botão de comando, botão de acionamento;sim
Botão do Interruptor de Luz;botão do interruptor de farol, botão do interruptor de lanterna, botão do interruptor de farol alto e baixo;sim
